date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:56:13	27655/27655	---MCZ	200	added ('OK')	text/html	date:Mon,%2030%20Jan%202023%2016:56:12%20GMT	https://sasi.com.br/gallery/Press-conference-%22PAC-DIGITAL%22-APP-launching	/Users/olavomac/template/SASI-website/sasi.com.br/gallery/Press-conference-_PAC-DIGITAL_-APP-launching.html	(from https://sasi.com.br/gallery)
12:56:13	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:56:13%20GMT	http://sasi.com.br/gallery/Launching-of-SEMED's-Safe-School-Program-(Proseg)	/Users/olavomac/template/SASI-website/sasi.com.br/gallery/Launching-of-SEMED's-Safe-School-Program-(Proseg)	(from https://sasi.com.br/gallery)
12:56:15	30567/30567	---MCZ	200	added ('OK')	text/html	date:Mon,%2030%20Jan%202023%2016:56:14%20GMT	https://sasi.com.br/gallery/Launching-of-SEMED's-Safe-School-Program-(Proseg)	/Users/olavomac/template/SASI-website/sasi.com.br/gallery/Launching-of-SEMED's-Safe-School-Program-(Proseg).html	(from https://sasi.com.br/gallery)
12:56:15	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:56:15%20GMT	http://sasi.com.br/client/contact-dcf00e66.css	/Users/olavomac/template/SASI-website/sasi.com.br/client/contact-dcf00e66.css	(from https://sasi.com.br/contact)
12:56:16	1406/1406	---MCZ	200	added ('OK')	text/css	date:Sun,%2029%20Jan%202023%2015:25:48%20GMT	https://sasi.com.br/client/contact-dcf00e66.css	/Users/olavomac/template/SASI-website/sasi.com.br/client/contact-dcf00e66.css	(from https://sasi.com.br/contact)
12:56:17	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:56:17%20GMT	http://sasi.com.br/client/[slug]-545cffd0.css	/Users/olavomac/template/SASI-website/sasi.com.br/client/[slug]-545cffd0.css	(from https://sasi.com.br/lgpd)
12:56:19	69/69	---MCZ	200	added ('OK')	text/css	date:Mon,%2030%20Jan%202023%2016:56:18%20GMT	https://sasi.com.br/client/[slug]-545cffd0.css	/Users/olavomac/template/SASI-website/sasi.com.br/client/[slug]-545cffd0.css	(from https://sasi.com.br/lgpd)
12:56:19	4712/4712	---MCZ	200	added ('OK')	text/html	date:Mon,%2030%20Jan%202023%2016:56:19%20GMT	http://sasi.com.br/cdn-cgi/l/email-protection	/Users/olavomac/template/SASI-website/sasi.com.br/cdn-cgi/l/email-protection.html	(from https://sasi.com.br/lgpd)
12:56:20	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263ce6a10-4d7%22	http://sasi.com.br/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	/Users/olavomac/template/SASI-website/sasi.com.br/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://sasi.com.br/lgpd)
12:56:21	4924/4924	---M--	200	added ('OK')	image/webp	date:Tue,%2024%20Jan%202023%2018:47:36%20GMT	https://sasi.com.br/phone.webp	/Users/olavomac/template/SASI-website/sasi.com.br/phone.webp	(from https://sasi.com.br/client/Products-4566b68c.css)
12:56:22	14289/14289	---MC-	500	error ('Internal%20Server%20Error')	text/html	date:Mon,%2030%20Jan%202023%2016:56:23%20GMT	https://sasi.com.br/pricing	/Users/olavomac/template/SASI-website/sasi.com.br/pricing.html	(from https://sasi.com.br/security)
12:56:23	13072/13072	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Jan%202023%2016:56:23%20GMT	https://sasi.com.br/_A1A5268.jpg	/Users/olavomac/template/SASI-website/sasi.com.br/_A1A5268.html	(from https://sasi.com.br/gallery)
12:56:23	13072/13072	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Jan%202023%2016:56:23%20GMT	https://sasi.com.br/small_Screenshot_2020-07-17-16-55-40-663_com.miui.gallery.jpg	/Users/olavomac/template/SASI-website/sasi.com.br/small_Screenshot_2020-07-17-16-55-40-663_com.miui.gallery.html	(from https://sasi.com.br/gallery)
12:56:23	13072/13072	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Jan%202023%2016:56:23%20GMT	https://sasi.com.br/gal/service-worker.js	/Users/olavomac/template/SASI-website/sasi.com.br/gal/service-worker.94.delayed	(from https://sasi.com.br/gallery/%22Isolamento-Domiciliar-FVS%22-APP)
12:56:24	13072/13072	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Jan%202023%2016:56:24%20GMT	https://sasi.com.br/gal/client/shimport@2.0.4.js	/Users/olavomac/template/SASI-website/sasi.com.br/gal/client/shimport@2.0.4.js	(from https://sasi.com.br/gallery/%22Isolamento-Domiciliar-FVS%22-APP)
12:56:24	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:56:25%20GMT	http://sasi.com.br/client/Carousel-06016f03.css	/Users/olavomac/template/SASI-website/sasi.com.br/client/Carousel-06016f03.css	(from https://sasi.com.br/gallery/Data-collection-from-the-servers-of-the-Francisca-Mendes-Heart-Hospital-Foundation-through-the-application)
12:56:25	849/849	---MCZ	200	added ('OK')	text/css	date:Mon,%2002%20Jan%202023%2000:14:14%20GMT	https://sasi.com.br/client/Carousel-06016f03.css	/Users/olavomac/template/SASI-website/sasi.com.br/client/Carousel-06016f03.css	(from https://sasi.com.br/gallery/Data-collection-from-the-servers-of-the-Francisca-Mendes-Heart-Hospital-Foundation-through-the-application)
12:56:26	169/169	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jan%202023%2016:56:26%20GMT	http://sasi.com.br/client/[slug]-654433c9.css	/Users/olavomac/template/SASI-website/sasi.com.br/client/[slug]-654433c9.98.delayed	(from https://sasi.com.br/gallery/Data-collection-from-the-servers-of-the-Francisca-Mendes-Heart-Hospital-Foundation-through-the-application)
12:56:28	677/677	---MCZ	200	added ('OK')	text/css	date:Mon,%2030%20Jan%202023%2016:56:27%20GMT	https://sasi.com.br/client/[slug]-654433c9.css	/Users/olavomac/template/SASI-website/sasi.com.br/client/[slug]-654433c9.css	(from https://sasi.com.br/gallery/Data-collection-from-the-servers-of-the-Francisca-Mendes-Heart-Hospital-Foundation-through-the-application)
